# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	79925	80251	+	WP_002722172.1	WP_002722172.1		heat shock protein HspQ	hspQ		EYE35_RS00385	327	108	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	80291	81868	-							EYE35_RS00390	1578		old_locus_tag=EYE35_00390
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	80291	81868	-	WP_137456962.1	WP_137456962.1		gamma-glutamyltransferase family protein			EYE35_RS00390	1578	525	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	81980	82510	-							EYE35_RS00395	531		old_locus_tag=EYE35_00395
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	81980	82510	-	WP_137456963.1	WP_137456963.1		ATP-binding protein			EYE35_RS00395	531	176	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	82500	82847	-							EYE35_RS00400	348		old_locus_tag=EYE35_00400
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	82500	82847	-	WP_137456964.1	WP_137456964.1		STAS domain-containing protein			EYE35_RS00400	348	115	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	82942	83394	+							EYE35_RS00405	453		old_locus_tag=EYE35_00405
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	82942	83394	+	WP_137456965.1	WP_137456965.1		GAF domain-containing protein			EYE35_RS00405	453	150	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	83421	83783	+							EYE35_RS00410	363		old_locus_tag=EYE35_00410
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	83421	83783	+	WP_137458586.1	WP_137458586.1		GFA family protein			EYE35_RS00410	363	120	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	83799	84059	-							EYE35_RS00415	261		old_locus_tag=EYE35_00415
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	83799	84059	-	WP_069331274.1	WP_069331274.1		hypothetical protein			EYE35_RS00415	261	86	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	84143	84790	+							EYE35_RS00420	648		old_locus_tag=EYE35_00420
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	84143	84790	+	WP_069331279.1	WP_069331279.1		RluA family pseudouridine synthase			EYE35_RS00420	648	215	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	84858	85004	-							EYE35_RS00425	147		partial;pseudo;old_locus_tag=EYE35_00425
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	84858	85004	-				metallophosphoesterase family protein			EYE35_RS00425	147		partial;pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	85001	86461	-							EYE35_RS00430	1461		old_locus_tag=EYE35_00430
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	85001	86461	-	WP_137456966.1	WP_137456966.1		aldehyde dehydrogenase family protein			EYE35_RS00430	1461	486	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	87337	87615	+							EYE35_RS00435	279		old_locus_tag=EYE35_00435
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	87337	87615	+	WP_137456967.1	WP_137456967.1		hypothetical protein			EYE35_RS00435	279	92	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	88139	89194	-							EYE35_RS00440	1056		old_locus_tag=EYE35_00440
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	88139	89194	-	WP_137456968.1	WP_137456968.1		hypothetical protein			EYE35_RS00440	1056	351	
gene	tRNA	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	89286	89361	-							EYE35_RS00445	76		old_locus_tag=EYE35_00445
tRNA		GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	89286	89361	-				tRNA-Thr			EYE35_RS00445	76		anticodon=CGT
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	89528	90976	-							EYE35_RS00450	1449		old_locus_tag=EYE35_00450
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	89528	90976	-	WP_101328163.1	WP_101328163.1		heme biosynthesis protein HemY			EYE35_RS00450	1449	482	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	90987	92288	-							EYE35_RS00455	1302		old_locus_tag=EYE35_00455
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	90987	92288	-	WP_137456969.1	WP_137456969.1		hypothetical protein			EYE35_RS00455	1302	433	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	92356	93099	-							EYE35_RS00460	744		old_locus_tag=EYE35_00460
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	92356	93099	-	WP_137456970.1	WP_137456970.1		uroporphyrinogen-III synthase			EYE35_RS00460	744	247	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	93172	94266	+					tsaD		EYE35_RS00465	1095		old_locus_tag=EYE35_00465
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	93172	94266	+	WP_137456971.1	WP_137456971.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		EYE35_RS00465	1095	364	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	94263	95180	+							EYE35_RS00470	918		old_locus_tag=EYE35_00470
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	94263	95180	+	WP_137456972.1	WP_137456972.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			EYE35_RS00470	918	305	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95184	95456	+							EYE35_RS00475	273		old_locus_tag=EYE35_00475
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95184	95456	+	WP_069332873.1	WP_069332873.1		YciI family protein			EYE35_RS00475	273	90	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95456	95869	+							EYE35_RS00480	414		old_locus_tag=EYE35_00480
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95456	95869	+	WP_101329052.1	WP_101329052.1		EVE domain-containing protein			EYE35_RS00480	414	137	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95998	96212	-							EYE35_RS00485	215		pseudo;old_locus_tag=EYE35_00485
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	95998	96212	-				hypothetical protein			EYE35_RS00485	215		pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	96189	97394	+					trpB		EYE35_RS00490	1206		old_locus_tag=EYE35_00490
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	96189	97394	+	WP_101329051.1	WP_101329051.1		tryptophan synthase subunit beta	trpB		EYE35_RS00490	1206	401	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	97553	98944	-							EYE35_RS00495	1392		old_locus_tag=EYE35_00495
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	97553	98944	-	WP_002722208.1	WP_002722208.1		adenosylhomocysteinase			EYE35_RS00495	1392	463	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	99061	99967	+							EYE35_RS00500	907		pseudo;old_locus_tag=EYE35_00500
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	99061	99967	+				glycosyltransferase			EYE35_RS00500	907		pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	99964	100548	+							EYE35_RS00505	585		old_locus_tag=EYE35_00505
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	99964	100548	+	WP_137456973.1	WP_137456973.1		HD family hydrolase			EYE35_RS00505	585	194	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	100560	100874	-							EYE35_RS00510	315		old_locus_tag=EYE35_00510
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	100560	100874	-	WP_069332870.1	WP_069332870.1		H-NS histone family protein			EYE35_RS00510	315	104	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	101111	101665	-					prrA		EYE35_RS00515	555		old_locus_tag=EYE35_00515
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	101111	101665	-	WP_002722225.1	WP_002722225.1		global response regulator transcription factor PrrA	prrA		EYE35_RS00515	555	184	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	101658	102353	-							EYE35_RS00520	696		old_locus_tag=EYE35_00520
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	101658	102353	-	WP_101329048.1	WP_101329048.1		SCO family protein			EYE35_RS00520	696	231	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	102445	103833	+							EYE35_RS00525	1389		old_locus_tag=EYE35_00525
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	102445	103833	+	WP_002722232.1	WP_002722232.1		ActS/PrrB/RegB family redox-sensitive histidine kinase			EYE35_RS00525	1389	462	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	103963	105525	+							EYE35_RS00530	1563		old_locus_tag=EYE35_00530
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	103963	105525	+	WP_137456974.1	WP_137456974.1		PAS domain-containing protein			EYE35_RS00530	1563	520	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	105783	106292	+					tsaE		EYE35_RS00535	510		old_locus_tag=EYE35_00535
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	105783	106292	+	WP_137456975.1	WP_137456975.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		EYE35_RS00535	510	169	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	106285	107310	+							EYE35_RS00540	1026		old_locus_tag=EYE35_00540
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	106285	107310	+	WP_137456976.1	WP_137456976.1		aminoglycoside phosphotransferase			EYE35_RS00540	1026	341	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	107292	107957	+							EYE35_RS00545	666		old_locus_tag=EYE35_00545
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	107292	107957	+	WP_137456977.1	WP_137456977.1		nucleotidyltransferase family protein			EYE35_RS00545	666	221	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	107950	110949	+					addB		EYE35_RS00550	3000		old_locus_tag=EYE35_00550
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	107950	110949	+	WP_137456978.1	WP_137456978.1		double-strand break repair protein AddB	addB		EYE35_RS00550	3000	999	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	110978	114298	+					addA		EYE35_RS00555	3321		old_locus_tag=EYE35_00555
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	110978	114298	+	WP_137456979.1	WP_137456979.1		double-strand break repair helicase AddA	addA		EYE35_RS00555	3321	1106	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	114357	114677	+					trxA		EYE35_RS00560	321		old_locus_tag=EYE35_00560
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	114357	114677	+	WP_002722246.1	WP_002722246.1		thioredoxin	trxA		EYE35_RS00560	321	106	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	114811	115719	-							EYE35_RS00565	909		old_locus_tag=EYE35_00565
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	114811	115719	-	WP_009562597.1	WP_009562597.1		hypothetical protein			EYE35_RS00565	909	302	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	115856	116413	+					hslV		EYE35_RS00570	558		old_locus_tag=EYE35_00570
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	115856	116413	+	WP_069333003.1	WP_069333003.1		ATP-dependent protease subunit HslV	hslV		EYE35_RS00570	558	185	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	116410	117711	+					hslU		EYE35_RS00575	1302		old_locus_tag=EYE35_00575
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	116410	117711	+	WP_101329006.1	WP_101329006.1		ATP-dependent protease ATPase subunit HslU	hslU		EYE35_RS00575	1302	433	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	117763	119295	-							EYE35_RS00580	1533		old_locus_tag=EYE35_00580
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	117763	119295	-	WP_137456980.1	WP_137456980.1		MBOAT family protein			EYE35_RS00580	1533	510	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	119295	119540	-							EYE35_RS00585	246		old_locus_tag=EYE35_00585
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	119295	119540	-	WP_002722256.1	WP_002722256.1		acyl carrier protein			EYE35_RS00585	246	81	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	119601	121514	-							EYE35_RS00590	1914		old_locus_tag=EYE35_00590
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	119601	121514	-	WP_137456981.1	WP_137456981.1		HAD-IIIC family phosphatase			EYE35_RS00590	1914	637	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	121495	122235	-							EYE35_RS00595	741		old_locus_tag=EYE35_00595
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	121495	122235	-	WP_101329009.1	WP_101329009.1		SDR family oxidoreductase			EYE35_RS00595	741	246	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	122232	122636	-							EYE35_RS00600	405		old_locus_tag=EYE35_00600
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	122232	122636	-	WP_137456982.1	WP_137456982.1		(R)-hydratase			EYE35_RS00600	405	134	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	122914	123828	+							EYE35_RS00605	915		old_locus_tag=EYE35_00605
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	122914	123828	+	WP_137456983.1	WP_137456983.1		hypothetical protein			EYE35_RS00605	915	304	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	123907	124680	+					rfbF		EYE35_RS00610	774		old_locus_tag=EYE35_00610
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	123907	124680	+	WP_069330119.1	WP_069330119.1		glucose-1-phosphate cytidylyltransferase	rfbF		EYE35_RS00610	774	257	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	124915	125922	-							EYE35_RS00615	1008		old_locus_tag=EYE35_00615
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	124915	125922	-	WP_069330120.1	WP_069330120.1		glycosyltransferase family 2 protein			EYE35_RS00615	1008	335	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	126361	127455	-							EYE35_RS00620	1095		old_locus_tag=EYE35_00620
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	126361	127455	-	WP_137456984.1	WP_137456984.1		iron ABC transporter permease			EYE35_RS00620	1095	364	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	127445	129832	-							EYE35_RS00625	2388		old_locus_tag=EYE35_00625
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	127445	129832	-	WP_137456985.1	WP_137456985.1		ABC transporter permease			EYE35_RS00625	2388	795	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	129829	130518	-							EYE35_RS00630	690		old_locus_tag=EYE35_00630
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	129829	130518	-	WP_137456986.1	WP_137456986.1		ABC transporter ATP-binding protein			EYE35_RS00630	690	229	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	130785	131843	-							EYE35_RS00635	1059		old_locus_tag=EYE35_00635
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	130785	131843	-	WP_137456987.1	WP_137456987.1		DUF1513 domain-containing protein			EYE35_RS00635	1059	352	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	131845	132834	-							EYE35_RS00640	990		old_locus_tag=EYE35_00640
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	131845	132834	-	WP_137456988.1	WP_137456988.1		signal peptidase			EYE35_RS00640	990	329	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	132834	134342	-							EYE35_RS00645	1509		old_locus_tag=EYE35_00645
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	132834	134342	-	WP_137456989.1	WP_137456989.1		thiol oxidoreductase			EYE35_RS00645	1509	502	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	134512	134997	-					bfr		EYE35_RS00650	486		old_locus_tag=EYE35_00650
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	134512	134997	-	WP_002722275.1	WP_002722275.1		bacterioferritin	bfr		EYE35_RS00650	486	161	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	134987	135241	-							EYE35_RS00655	255		old_locus_tag=EYE35_00655
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	134987	135241	-	WP_002722276.1	WP_002722276.1		(2Fe-2S)-binding protein			EYE35_RS00655	255	84	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	135323	136591	-							EYE35_RS00660	1269		old_locus_tag=EYE35_00660
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	135323	136591	-	WP_069330851.1	WP_069330851.1		peptidase			EYE35_RS00660	1269	422	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	136645	136806	-					hemP		EYE35_RS00665	162		old_locus_tag=EYE35_00665
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	136645	136806	-	WP_002722279.1	WP_002722279.1		hemin uptake protein HemP	hemP		EYE35_RS00665	162	53	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	136803	136919	-							EYE35_RS00670	117		old_locus_tag=EYE35_00670
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	136803	136919	-	WP_084295606.1	WP_084295606.1		hypothetical protein			EYE35_RS00670	117	38	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	137156	137839	+							EYE35_RS00675	684		old_locus_tag=EYE35_00675
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	137156	137839	+	WP_137456990.1	WP_137456990.1		tellurite resistance TerB family protein			EYE35_RS00675	684	227	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	137852	138682	-							EYE35_RS00680	831		old_locus_tag=EYE35_00680
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	137852	138682	-	WP_137456991.1	WP_137456991.1		IclR family transcriptional regulator			EYE35_RS00680	831	276	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	138953	139333	+							EYE35_RS00685	381		old_locus_tag=EYE35_00685
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	138953	139333	+	WP_011336827.1	WP_011336827.1		VOC family protein			EYE35_RS00685	381	126	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	139469	139960	-							EYE35_RS00690	492		old_locus_tag=EYE35_00690
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	139469	139960	-	WP_137456992.1	WP_137456992.1		ureidoglycolate lyase			EYE35_RS00690	492	163	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	140097	140933	-							EYE35_RS00695	837		old_locus_tag=EYE35_00695
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	140097	140933	-	WP_137456993.1	WP_137456993.1		(S)-ureidoglycine aminohydrolase			EYE35_RS00695	837	278	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	140930	142345	-					puuE		EYE35_RS00700	1416		old_locus_tag=EYE35_00700
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	1	NZ_CP036419.1	140930	142345	-	WP_108223497.1	WP_108223497.1		allantoinase PuuE	puuE		EYE35_RS00700	1416	471	
